,Name,Platform,Genre,Global_Sales
13406,Labyrinth Cross Blood: Infinity,PSV,Role-Playing,0.03
13407,Monster Hunter Frontier Online: Forward 1,X360,Role-Playing,0.03
13409,Dragon Tamer: Sound Spirit,DS,Role-Playing,0.03
13419,Monster Hunter Frontier Online: Forward 2,X360,Role-Playing,0.03
13410,Kiniro no Corda 2 f Encore,PSP,Role-Playing,0.03
13411,La Pucelle: Ragnarok,PSP,Role-Playing,0.03
13412,Baldur's Gate: Dark Alliance,GBA,Role-Playing,0.03
13413,Age of Conan: Rise of the Godslayer,PC,Role-Playing,0.03
13414,The Lost Child,NS,Role-Playing,0.03
13415,AereA,PS4,Role-Playing,0.03
13416,Magicka,PC,Role-Playing,0.03
13417,Metal Saga,PS2,Role-Playing,0.03
13399,Metal Dungeon,XB,Role-Playing,0.03
13398,Lords of the Fallen,PC,Role-Playing,0.03
15012,Mushihimesama Futari Ver 1.5,X360,Shooter,0.03
13396,MapleStory DS,DS,Role-Playing,0.03
13379,New Interpretation Stranger of Sword City,PSV,Role-Playing,0.03
13380,Divinity: Original Sin II,XOne,Role-Playing,0.03
13381,Digimon World 4,XB,Role-Playing,0.03
13382,Omega Labyrinth Z,PSV,Role-Playing,0.03
13383,Gensou Suikoden I & II,PSP,Role-Playing,0.03
13384,Gloria Union,PSP,Role-Playing,0.03
13385,Fallout: New Vegas Ultimate Edition,PC,Role-Playing,0.03
13386,Eyeshield 21: DevilBats DevilDays,GBA,Role-Playing,0.03
13387,Graffiti Kingdom,PS2,Role-Playing,0.03
13388,Away: Shuffle Dungeon,DS,Role-Playing,0.03
13389,Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,Role-Playing,0.03
13390,CIMA: The Enemy,GBA,Role-Playing,0.03
13391,Code Geass: Hangyaku no Lelouch,DS,Role-Playing,0.03
13392,Eiyuu Densetsu: Sora no Kiseki Set,PSP,Role-Playing,0.03
13393,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings,NS,Role-Playing,0.03
13394,Monster Hunter Frontier Online: Season 10,X360,Role-Playing,0.03
13395,Neverwinter Nights,PC,Role-Playing,0.03
13418,Guild Wars: Nightfall,PC,Role-Playing,0.03
13420,The Legend of Heroes: Sen no Kiseki: Kai -Thors Military Academy 1204-,PS4,Role-Playing,0.03
11607,Crash Time: Autobahn Pusuit,X360,Racing,0.03
20141,Brothers Conflict: Passion Pink,PSP,Visual+Novel,0.03
20133,Code: Realize - Bouquet of Rainbows,PS4,Visual+Novel,0.03
20134,Muv-Luv Alternative: Total Eclipse,PS3,Visual+Novel,0.03
20135,Oumagatoki: Kaidan Romance,PSP,Visual+Novel,0.03
20136,Kamigami no Asobi: Ludere Deorum,PSP,Visual+Novel,0.03
20137,Harukanaru Toki no Naka de 5: Kazahanaki,PSP,Visual+Novel,0.03
20138,Amnesia World,PSV,Visual+Novel,0.03
20139,Tiger & Bunny On Air Jack!,PSP,Visual+Novel,0.03
20140,Infinite Stratos 2: Ignition Hearts,PS3,Visual+Novel,0.03
20142,Aokana: Four Rhythm Across the Blue,PS4,Visual+Novel,0.03
13421,Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,Role-Playing,0.03
20143,Touch Shot! Love Application,PS3,Visual+Novel,0.03
20144,Root Letter,PS4,Visual+Novel,0.03
20145,Steins;Gate Elite,PS4,Visual+Novel,0.03
20146,Tokushu Houdoubu,PSV,Visual+Novel,0.03
20147,Little Busters! Converted Edition,PSV,Visual+Novel,0.03
20148,Jyuzaengi Engetsu Sangokuden 2,PSP,Visual+Novel,0.03
20149,D.C. III: Da Capo III,PSP,Visual+Novel,0.03
20150,Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,Visual+Novel,0.03
20132,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,Visual+Novel,0.03
20131,Nisekoi: Yomeiri!?,PSV,Visual+Novel,0.03
20130,Jyuzaengi: Engetsu Sangokuden,PSP,Visual+Novel,0.03
20129,Ren'ai 0 Kilometer,PSP,Visual+Novel,0.03
13422,Omega Quintet,PS4,Role-Playing,0.03
13423,Divinity II: Flames of Vengeance,PC,Role-Playing,0.03
13424,Mary Skelter: Nightmares 2,PS4,Role-Playing,0.03
11600,SBK 2011: FIM Superbike World Championship,PC,Racing,0.03
11601,Crazy Chicken: Star Karts,DS,Racing,0.03
11602,The Italian Job,GC,Racing,0.03
11603,Aqua Moto Racing Utopia,NS,Racing,0.03
11604,Maximum Racing: Drag & Stock Racer,Wii,Racing,0.03
11605,MotoGP,PSP,Racing,0.03
11606,F1 Championship Season 2000,PS2,Racing,0.03
20122,Even in a Game Listen to Me Girls. I Am Your Father!,PSP,Visual+Novel,0.03
20123,Diabolik Lovers: More Blood,PSP,Visual+Novel,0.03
20124,Infinite Stratos 2: Ignition Hearts,PSV,Visual+Novel,0.03
20125,Toaru Majutsu to Kagaku no Ensemble,PSP,Visual+Novel,0.03
20126,Brothers Conflict: Brilliant Blue,PSP,Visual+Novel,0.03
20127,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,Visual+Novel,0.03
20128,Zero Escape: Virtue's Last Reward,3DS,Visual+Novel,0.03
13378,Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,Role-Playing,0.03
13377,World of Final Fantasy Maxima,XOne,Role-Playing,0.03
13376,Utawarerumono: Chiriyukusha e no Komoriuta,PS4,Role-Playing,0.03
15007,Star Wars Jedi Knight: Jedi Academy,PC,Shooter,0.03
15035,Borderlands: Game of the Year Edition,PC,Shooter,0.03
15036,R-Type Delta,PS,Shooter,0.03
15037,Lost Planet 2,PC,Shooter,0.03
15038,Touhou Kobuto V: Burst Battle,PS4,Shooter,0.03
15011,Cabela's Big Game Hunter: Pro Hunts,PS3,Shooter,0.03
15010,Call of Juarez: Bound in Blood,PC,Shooter,0.03
15009,PowerSlave,PS,Shooter,0.03
15008,The Sum of All Fears,GC,Shooter,0.03
15006,Special Forces: Nemesis Strike,XB,Shooter,0.03
13375,The Legend of Heroes III: Song of the Ocean,PSP,Role-Playing,0.03
15005,Battle Engine Aquila,PS2,Shooter,0.03
15004,Red Faction II,GC,Shooter,0.03
15003,Sniper: Ghost Warrior 3,PC,Shooter,0.03
15002,S.T.A.L.K.E.R.: Clear Sky,PC,Shooter,0.03
15001,Silent Scope,GBA,Shooter,0.03
15000,Raven Squad: Operation Hidden Dagger,PC,Shooter,0.03
14999,Radiant Silvergun,SAT,Shooter,0.03
14998,Deer Drive: Legends,3DS,Shooter,0.03
15034,Judge Dredd: Dredd Vs Death,PS2,Shooter,0.03
15033,Battlefield 2142,PC,Shooter,0.03
15032,Battlefield 1942,PC,Shooter,0.03
15031,World War II Combat: Road To Berlin,XB,Shooter,0.03
15014,Red Faction: Guerrilla,PC,Shooter,0.03
15015,Otomedius Gorgeous,X360,Shooter,0.03
15016,Combat Elite: WWII Paratroopers,XB,Shooter,0.03
15017,Lethal Enforcers I & II,PS,Shooter,0.03
15018,BRAHMA Force: The Assault on Beltlogger 9,PS,Shooter,0.03
15019,R-Type III: The Third Lightning,GBA,Shooter,0.03
15020,DICE: DNA Integrated Cybernetic Enterprises,PS2,Shooter,0.03
15021,DeathSmiles II X,X360,Shooter,0.03
15022,Battlefield 1942: The WW II Anthology,PC,Shooter,0.03
15023,Cabela's Big Game Hunter: Pro Hunts,X360,Shooter,0.03
15024,Greg Hastings' Tournament Paintball Max'd,GBA,Shooter,0.03
15025,Darius II,SAT,Shooter,0.03
15026,Gotcha Force,GC,Shooter,0.03
15027,Medal of Honor: Vanguard,PS2,Shooter,0.03
15028,Max Payne 2: The Fall of Max Payne,PC,Shooter,0.03
15029,Nanotek Warrior,PS,Shooter,0.03
15030,Battlefield Vietnam,PC,Shooter,0.03
14997,Marines: Modern Urban Combat,Wii,Shooter,0.03
11587,Zenkoku Dekotora Matsuri,Wii,Racing,0.03
11588,Snow Moto Racing Freedom,NS,Racing,0.03
13356,Gothic Universe,PC,Role-Playing,0.03
13358,Monster Guardians,GBA,Role-Playing,0.03
13359,Magna Carta Portable,PSP,Role-Playing,0.03
13360,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,PSP,Role-Playing,0.03
13361,First Queen: Ornic Senki,SNES,Role-Playing,0.03
13362,Alpha Protocol,PC,Role-Playing,0.03
13363,Utawarerumono Portable,PSP,Role-Playing,0.03
13364,Gaia Saver Hero Saidai no Sakusen,SNES,Role-Playing,0.03
13365,Jikandia: The Timeless Land,PSP,Role-Playing,0.03
13366,Immortal Unchained,XOne,Role-Playing,0.03
13367,The Dwarves,PS4,Role-Playing,0.03
13368,Toushin Toshi,3DS,Role-Playing,0.03
13369,Beyond the Labyrinth,3DS,Role-Playing,0.03
13370,Astonishia Story,PSP,Role-Playing,0.03
13371,Madou Monogatari,SAT,Role-Playing,0.03
13372,Classic Dungeon: Fuyoku no Masoujin,PSP,Role-Playing,0.03
13373,Darkest Dungeon,NS,Role-Playing,0.03
13374,Exstetra,PSV,Role-Playing,0.03
13357,Crimson Tears,PS2,Role-Playing,0.03
13355,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,DS,Role-Playing,0.03
11589,MX World Tour Featuring Jamie Little,XB,Racing,0.03
13354,Dungeon Maker: Hunting Ground,PSP,Role-Playing,0.03
11590,WRC 6,XOne,Racing,0.03
11591,Burnout Paradise: The Ultimate Box,X360,Racing,0.03
11592,Monster Energy Supercross - The Official Videogame,NS,Racing,0.03
11593,NHRA Drag Racing: Countdown to the Championship,PSP,Racing,0.03
11594,TOCA Race Driver 3: The Ultimate Racing Simulator,XB,Racing,0.03
11595,Wangan Midnight,PS3,Racing,0.03
11596,Onrush,XOne,Racing,0.03
11597,SX Superstar,GC,Racing,0.03
11598,Driven,GBA,Racing,0.03
11599,SuperCar Challenge,PS3,Racing,0.03
13347,Inazuma Eleven 3: Team Ogre Attacks!,3DS,Role-Playing,0.03
13348,SaGa: Scarlet Grace,PS4,Role-Playing,0.03
13349,Planescape: Torment,PC,Role-Playing,0.03
13350,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,DS,Role-Playing,0.03
13351,South Park: The Stick of Truth,PS4,Role-Playing,0.03
13352,Superdimension Neptune vs Sega Hard Girls,PSV,Role-Playing,0.03
13353,Yggdra Union: We'll Never Fight Alone,GBA,Role-Playing,0.03
20151,Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,Visual+Novel,0.03
15013,Raid: World War II,XOne,Shooter,0.03
11608,Ride 3,XOne,Racing,0.03
11632,Road Rage,PS4,Racing,0.03
11634,Drome Racers,GC,Racing,0.03
11635,GTR Evolution,PC,Racing,0.03
11636,Race Driver 2006,PSP,Racing,0.03
11637,Roadsters,PS,Racing,0.03
11639,Motor Trend presents Lotus Challenge,XB,Racing,0.03
11640,Ride,PC,Racing,0.03
11641,Driver: Parallel Lines,Wii,Racing,0.03
11642,D1 Professional Drift Grand Prix Series,PS2,Racing,0.03
11643,Baja: Edge of Control HD,PS4,Racing,0.03
11644,Rush Hour,PS,Racing,0.03
11645,Dakar 2: The World's Ultimate Rally,GC,Racing,0.03
11646,Auto Modellista,GC,Racing,0.03
11647,Demon Driver: Time to Burn Rubber!,GBA,Racing,0.03
11648,Runabout 3: Neo Age,PS2,Racing,0.03
11649,Renegade Racers,PS,Racing,0.03
11650,GRID: Autosport,PC,Racing,0.03
11651,Kawasaki Snowmobiles,Wii,Racing,0.03
11652,Ducati Moto,DS,Racing,0.03
11653,Drome Racers,GBA,Racing,0.03
11654,Moto Racer DS,DS,Racing,0.03
11609,Project Gotham Racing 2 (JP weekly sales),XB,Racing,0.03
11633,MX vs. ATV Supercross,PS3,Racing,0.03
11638,Whiteout,XB,Racing,0.03
11631,Forza Motorsport 4: December IGN Pack,XBL,Racing,0.03
11620,F1 2002,GC,Racing,0.03
11610,Driv3r,GBA,Racing,0.03
11611,Street Supremacy,PSP,Racing,0.03
11612,MXGP Pro,XOne,Racing,0.03
11613,Maximum Racing: GP Classic Racing,Wii,Racing,0.03
11614,WRC 5: FIA World Rally Championship,PSV,Racing,0.03
11615,Sorcery Saga: Curse of the Great Curry God,PSV,Racing,0.03
11630,Pimp My Ride: Street Racing,DS,Racing,0.03
11617,Dodge Racing: Charger vs Challenger,DS,Racing,0.03
11618,Biker Mice From Mars,DS,Racing,0.03
11619,RACE On,PC,Racing,0.03
11616,Trials Fusion,PC,Racing,0.03
11629,Heathcliff! The Fast and the Furriest,Wii,Racing,0.03
11621,MotoGP 15,XOne,Racing,0.03
11622,Starsky & Hutch,GBA,Racing,0.03
11623,All-Star Fruit Racing,PS4,Racing,0.03
11624,MotorHead,PS,Racing,0.03
11625,Peak Performance,PS,Racing,0.03
11626,Freaky Flyers,XB,Racing,0.03
11627,Ducati World Racing Challenge,PS,Racing,0.03
11628,Smashing Drive,GBA,Racing,0.03
13485,PC Engine Best Collection: Tengai Makyou Collection,PSP,Role-Playing,0.02
13475,The Legend of Heroes: Trails in the Sky SC,PS3,Role-Playing,0.02
13476,Valthirian Arc: Hero School Story,PS4,Role-Playing,0.02
13477,Zwei!!,PSP,Role-Playing,0.02
13478,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,Role-Playing,0.02
13479,The Lord of the Rings Online: Mines of Moria,PC,Role-Playing,0.02
13484,Portal Knights,XOne,Role-Playing,0.02
13480,Tyranny,PC,Role-Playing,0.02
13481,Hellgate: London,PC,Role-Playing,0.02
13482,Car Battler Joe,GBA,Role-Playing,0.02
13483,Coded Soul: Uke Keigareshi Idea,PSP,Role-Playing,0.02
13486,NieR: Automata,PC,Role-Playing,0.02
13473,Elminage Original: Majo to Megami to Kamigami no Yubiwa,PSP,Role-Playing,0.02
13474,Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,Role-Playing,0.02
13460,Mount & Blade,PC,Role-Playing,0.02
13472,Touhou Genso Wanderer Reloaded,NS,Role-Playing,0.02
13471,Cross Treasures,DS,Role-Playing,0.02
13470,Fallout Trilogy,PC,Role-Playing,0.02
13469,UnchainBlades EXXiV,PSP,Role-Playing,0.02
13468,Legend: Hand of God,PC,Role-Playing,0.02
13467,Sacred Gold,PC,Role-Playing,0.02
13466,Shonen Jump's Shaman King: Master of Spirits 2,GBA,Role-Playing,0.02
13465,Elminage III: Ankoku no Shito to Yaiyou no Kyuuden,PSP,Role-Playing,0.02
13464,Mar Heaven: Karudea no Akuma,DS,Role-Playing,0.02
13463,Sacred 3,PC,Role-Playing,0.02
13462,Crystar,PS4,Role-Playing,0.02
13461,Undertale,NS,Role-Playing,0.02
13488,Hogs of War,PS,Role-Playing,0.02
13459,UnchainBlades EXXiV,3DS,Role-Playing,0.02
13487,Beyblade Burst: Battle Zero,NS,Role-Playing,0.02
13498,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,Role-Playing,0.02
13489,Elvandia Story,PS2,Role-Playing,0.02
13492,Mount & Blade: Warband,PC,Role-Playing,0.02
13505,Virtua Quest,PS2,Role-Playing,0.02
13504,Tail of the Sun,PS,Role-Playing,0.02
13503,Blazing Souls,PS2,Role-Playing,0.02
13502,Elminage II: Sousei no Megami to Unmei no Daichi,PSP,Role-Playing,0.02
13501,Robopon 2: Cross Version,GBA,Role-Playing,0.02
13500,Metal Max Xeno,PSV,Role-Playing,0.02
13499,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,Role-Playing,0.02
13457,Dungeons 2,PS4,Role-Playing,0.02
13497,Mount & Blade Collection,PC,Role-Playing,0.02
13496,Shin Atelier Rorona: Hajimari no Monogatari,3DS,Role-Playing,0.02
13495,Entaku no Seito: The Eternal Legend,PSP,Role-Playing,0.02
13494,Earth Seeker,Wii,Role-Playing,0.02
13493,Genkai Tokki: Castle Panzers,PS4,Role-Playing,0.02
3262,Override: Mech City Brawl,XOne,Action-Adventure,0.02
13490,Battle Spirits: Kiseki no Hasha,PSP,Role-Playing,0.02
3261,Resident Evil Zero,PC,Action-Adventure,0.02
3260,Agony,XOne,Action-Adventure,0.02
3259,Resident Evil: Value Pack,PS4,Action-Adventure,0.02
3258,Republique,PS4,Action-Adventure,0.02
2556,Samurai Warriors: Sanada Maru,PS3,Action,0.02
2557,World Series of Poker 2008: Battle for the Bracelets,PSP,Action,0.02
2558,Super Run For Money Tousouchuu & Sentouchuu,NS,Action,0.02
2559,Kingdom: Ikkitousen no Ken,PSP,Action,0.02
2560,Totally Spies! 2: Undercover,DS,Action,0.02
2561,"Warhammer 40,000: Inquisitor - Martyr",PS4,Action,0.02
2562,Quantum Break,PC,Action,0.02
2563,Pharaonic,XOne,Action,0.02
13491,Dragon Quest X: 5000-nen no Harukanaru Kokyou e Online,PS4,Role-Playing,0.02
13458,The Dwarves,XOne,Role-Playing,0.02
13434,Legacy of Ys: Books I & II,DS,Role-Playing,0.02
13456,South Park: The Stick of Truth,XOne,Role-Playing,0.02
13455,SaGa: Scarlet Grace,NS,Role-Playing,0.02
20205,Hyakka Yakou,PSV,Visual+Novel,0.02
20206,White Album 2: Shiawase no Mukougawa,PSV,Visual+Novel,0.02
20207,Storm Lover 2nd,PSP,Visual+Novel,0.02
20208,Arcana Famiglia 2,PSP,Visual+Novel,0.02
20209,Gaku * Ou: The Royal Seven Stars + Meteor,PSP,Visual+Novel,0.02
20210,Storm Lover Kai!!,PSP,Visual+Novel,0.02
20211,Tiger & Bunny: Hero's Day,PSP,Visual+Novel,0.02
20212,"Sharin no Kuni, Himawari no Shoujo",X360,Visual+Novel,0.02
20213,Pioneer no Banshou,PSV,Visual+Novel,0.02
2575,"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,Action,0.02
2576,Knight's Apprentice: Memorick's Adventures,XB,Action,0.02
2577,Bara ni Kakusareshi Verite,PSV,Action,0.02
2578,Brothers Conflict: Precious Baby,PSV,Action,0.02
2579,Disney's Meet the Robinsons,DS,Action,0.02
2580,Tengen Toppa Gurren-Lagann,DS,Action,0.02
2581,Spider-Man: Web of Shadows,PC,Action,0.02
2582,Meiji Toukyou Renka: Full Moon,PSV,Action,0.02
2583,Saiki Kusuo no Psi-nan: Shijou Psi-dai no Psi-nan!?,3DS,Action,0.02
2584,Hot 'n' Cold,DS,Action,0.02
2585,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,Action,0.02
2586,Kikou Heidan J-Phoenix: Cobalt Shoutaihen,PS2,Action,0.02
2587,Meikyuu Cross Blood: Reloaded,X360,Action,0.02
2588,Timmy Time,DS,Action,0.02
2589,Titan Quest,PS4,Action,0.02
2590,Tenkai Knights: Brave Battle,3DS,Action,0.02
2591,SAW,PC,Action,0.02
2592,Kamen Rider: Battride War II,WiiU,Action,0.02
2593,Hakuoki: Shinkai - Furi no Shou,PSV,Action,0.02
2594,Headhunter: Redemption,XB,Action,0.02
2574,Castlevania: Lords of Shadow - Reverie,XBL,Action,0.02
2573,Warriors Orochi 2,X360,Action,0.02
2572,Abunai: Koi no Sousa Shitsu,PSV,Action,0.02
13441,Warhammer Online: Age of Reckoning,PC,Role-Playing,0.02
13454,Zillions of Enemy X: Zetsukai no Crusade,PS3,Role-Playing,0.02
13453,Dungeon Defenders,PC,Role-Playing,0.02
13452,Warriors of the Lost Empire (JP sales),PSP,Role-Playing,0.02
13451,The Legend of Heroes: Trails of Cold Steel II Kai - The Erebonian Civil War,PS4,Role-Playing,0.02
13450,The Guided Fate: Cross Thesis Awakening,PS3,Role-Playing,0.02
13449,Tokyo Mew Mew,PS,Role-Playing,0.02
13448,Summon Night: Swordcraft Story,GBA,Role-Playing,0.02
13447,Brandish: The Dark Revenant,PSP,Role-Playing,0.02
13446,Star Trek Online,PC,Role-Playing,0.02
13445,Enchanted Arms (jp sales),X360,Role-Playing,0.02
13444,Ikki Tousen: Shining Dragon,PS2,Role-Playing,0.02
13443,Bomberman Story DS,DS,Role-Playing,0.02
13442,Phantasy Star Online 2 Episode 4: Deluxe Package,PSV,Role-Playing,0.02
13440,Shaman King: Chou Senjiryokketsu 3,GBA,Role-Playing,0.02
2571,Resident Evil: Revelations,XOne,Action,0.02
13439,DemiKids: Light Version,GBA,Role-Playing,0.02
13438,DemiKids: Dark Version,GBA,Role-Playing,0.02
13437,Lunatic Dawn Tempest,PS2,Role-Playing,0.02
13436,Labyrinth of Refrain: Coven of Dusk,NS,Role-Playing,0.02
13435,Neverwinter Nights 2,PC,Role-Playing,0.02
13507,Tegami Bachi: Kokoro Tsumugu Mono e,PSP,Role-Playing,0.02
2564,Big Idea's VeggieTales: LarryBoy and the Bad Apple,PS2,Action,0.02
2565,Titan Quest,XOne,Action,0.02
2566,PuraMai Wars V,PSV,Action,0.02
2567,Geometry Wars 3: Dimensions Evolved,XOne,Action,0.02
2568,Franklin's Great Adventures,DS,Action,0.02
2569,To Love-Ru Trouble: Darkness - True Princess,PSV,Action,0.02
2570,Rule of Rose,PS2,Action,0.02
13506,Wizardry Twin Pack,PS3,Role-Playing,0.02
4638,Root Infinity Rexx,PSV,Adventure,0.02
13508,Antiphona no Seikahime: Tenshi no Gakufu Op.A,PSP,Role-Playing,0.02
13509,Eyeshield 21: Portable Edition,PSP,Role-Playing,0.02
2533,Kyoukai no Shirayuki,PSV,Action,0.02
2534,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,Action,0.02
2535,Ouma ga Toki: Kakuriyo no Enishi,PSV,Action,0.02
2536,Moujuu-Tachi to Ohimesama,PSV,Action,0.02
2537,88 Heroes: 98 Heroes Edition,NS,Action,0.02
2538,No More Heroes: Heroes' Paradise,X360,Action,0.02
2539,Azure Striker Gunvolt,3DS,Action,0.02
2540,Disney's Magical Quest 3 Starring Mickey and Donald,GBA,Action,0.02
2686,Pharaonic,PS4,Action,0.02
2687,White Day: A Labyrinth Named School (2017),PS4,Action,0.02
2688,LEGO Star Wars II: The Original Trilogy,PC,Action,0.02
2689,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,Action,0.02
2690,Durarara!! Relay,PSV,Action,0.02
2691,Just Cause,PS2,Action,0.02
2692,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,Action,0.02
2693,Yoku's Island Express,XOne,Action,0.02
2541,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,Action,0.02
2542,Bunmei Haruka: Aoiza Ibunroku,PSP,Action,0.02
2543,Lovely x Cation 1 & 2,PSV,Action,0.02
2544,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,Action,0.02
2545,Bullet Girls: Phantasia,PS4,Action,0.02
2546,Sangoku Hime 4: Tenka Ryouran - Tenmei no Koi Emaki,PSV,Action,0.02
2547,Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,Action,0.02
2548,Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,Action,0.02
2549,The Lord of the Rings: Conquest,PC,Action,0.02
2550,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,Action,0.02
2551,Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,Action,0.02
2552,Thunderbirds,GBA,Action,0.02
2553,Earth's Dawn,PS4,Action,0.02
2532,The Longest 5 Minutes,PSV,Action,0.02
2531,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,Action,0.02
15074,Big Buck Hunter Arcade,XOne,Shooter,0.02
15090,Crysis: Warhead,PC,Shooter,0.02
15102,Without Warning,XB,Shooter,0.02
15103,Destiny 2: Forsaken,PC,Shooter,0.02
15101,SD Gundam Force,GBA,Shooter,0.02
15100,Ketsui Death Label,DS,Shooter,0.02
15099,Starhawk,PS3,Shooter,0.02
15098,Rogue Trooper,XB,Shooter,0.02
15097,Painkiller: Hell & Damnation,X360,Shooter,0.02
15096,Castle Shikigami 2,PS2,Shooter,0.02
15095,Wild West Shootout,Wii,Shooter,0.02
15094,Legendary,PC,Shooter,0.02
15093,RoboCop,XB,Shooter,0.02
15092,Ketsui: Kizuna Jigoku Tachi Extra,X360,Shooter,0.02
15091,Starship Troopers,PC,Shooter,0.02
15089,Heavy Fire: Afghanistan,PC,Shooter,0.02
15075,Commando: Steel Disaster,DS,Shooter,0.02
15088,Vietcong,PC,Shooter,0.02
15087,Ginga Fukei Densetsu: Sapphire,PCE,Shooter,0.02
15086,Urban Chaos: Riot Response,XB,Shooter,0.02
15085,Triggerheart Excelica Enhanced,PS2,Shooter,0.02
15084,Mushihimesama,X360,Shooter,0.02
15083,Point Blank 3,PS,Shooter,0.02
15082,Muchi Muchi Pork & Pink Sweets,X360,Shooter,0.02
15081,Army Rescue,Wii,Shooter,0.02
15080,Painkiller,PC,Shooter,0.02
15079,Chicago Enforcer,XB,Shooter,0.02
15078,Max Payne,PC,Shooter,0.02
15077,Chicken Hunter,DS,Shooter,0.02
15076,Hunting Simulator,NS,Shooter,0.02
2554,"Warhammer 40,000: Deathwatch",PS4,Action,0.02
2555,NANA: Live Staff Daiboshuu! Shoshinsha Kangei,DS,Action,0.02
3269,Penguins of Madagascar,Wii,Action-Adventure,0.02
13524,The Technomancer,PC,Role-Playing,0.02
4644,Jake Hunter: Detective Chronicles,DS,Adventure,0.02
4643,Code R,SAT,Adventure,0.02
4642,So Blonde,PC,Adventure,0.02
5279,Mahjong * Dream C Club,X360,Board+Game,0.02
4641,Hakuouki: Yuugi Roku DS,DS,Adventure,0.02
4640,Gakuen K: Wonderful School Days,PSP,Adventure,0.02
4639,Aria: The Natural ~Tooi Yume no Mirage~,PS2,Adventure,0.02
4637,Last Escort,PS2,Adventure,0.02
4636,Nisenochigiri,PSP,Adventure,0.02
13528,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,Role-Playing,0.02
13527,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,Role-Playing,0.02
13526,Tokyo Clanpool,PSV,Role-Playing,0.02
13525,Robopon 2: Ring Version,GBA,Role-Playing,0.02
13523,Two Worlds,PC,Role-Playing,0.02
4646,Jinguuji Saburou DS: Akai Chou,DS,Adventure,0.02
13522,Fallen Legion: Rise to Glory,NS,Role-Playing,0.02
13521,Torment: Tides of NumenA(c)ra,PC,Role-Playing,0.02
13520,Final Fantasy XI: All-In-One Pack 2006,X360,Role-Playing,0.02
13519,Touhou Genso Wanderer Reloaded,PS4,Role-Playing,0.02
13518,Dragon Star Varnir,PS4,Role-Playing,0.02
13517,Battle Spirits: Hero's Soul,PSP,Role-Playing,0.02
13516,Pillars of Eternity,PC,Role-Playing,0.02
13515,Brave Story: Boku no Kioku to Negai,DS,Role-Playing,0.02
13514,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,Role-Playing,0.02
